sn	sess	chordID	num_trials	accuracy	num_fingers	MD	MT	RT	ET	MD_std	MT_std	RT_std	ET_std	diff_force_f1	diff_force_f2	diff_force_f3	diff_force_f4	diff_force_f5	force_f1	force_f2	force_f3	force_f4	force_f5	force_e1	force_e2	force_e3	force_e4	force_e5
16	2	99219	5	  1	2	  0.4274174	   1364.8	    483.2	     1848	  0.2739543	 1433.5917	184.49715	1601.1259	   -0.477459	    -0.67781	    -2.8195	     1.88582	    0.474672	   0.4769608	    0.980402	    6.114014	   -0.703196	   -0.474464	 -0.000482754	    0.3026118	     3.294516	     1.182634	 0.0001330676
16	2	99291	5	  1	2	   0.478652	     1040	    427.2	   1467.2	  0.6445729	 1605.4264	103.21434	1656.9801	    0.313477	  -0.3106448	   -2.59778	     0.19631	     2.13142	  -0.1728684	   0.2593432	     6.07241	  -0.2573308	    -1.18924	    0.1406817	   -0.0513446	     3.474616	   -0.0610924	     0.942182
16	2	99912	5	  1	2	   0.948946	   1110.8	    252.8	   1363.6	  0.2509564	 181.54118	46.895629	219.41468	  -0.1389964	  -0.4148966	   0.173796	     1.70444	    -2.54512	    0.139972	    0.302554	    1.119923	   -0.788816	     2.54574	  0.001037554	   -0.1123512	     1.293734	      0.91563	  0.000595334
16	2	99921	5	  1	2	  0.3477992	    464.4	    453.2	    917.6	  0.4357219	 479.49015	145.64752	554.80339	   -0.724844	   0.1216492	  -0.026264	    -2.10324	     2.35436	    0.723696	  -0.1212328	     2.01462	     1.89748	   -0.916776	 -0.001108464	  0.000420668	      1.98838	     -0.20588	      1.43758
16	2	22999	5	  1	2	  0.0462678	       76	    435.2	    511.2	 0.02727311	 39.319207	63.774603	74.264393	    -2.85036	       -3.71	  0.0102354	  -0.0910136	   -0.215692	     2.84972	     3.71028	   0.2657554	   0.0652512	    0.215366	   -0.0005428	  0.000380844	    0.2759808	   -0.0257028	-0.0003673334
16	2	29299	5	  1	2	  0.2225418	    168.8	    356.8	    525.6	  0.2654279	 180.64108	53.039608	193.90926	    -2.72064	   0.0826388	    -3.5599	   0.0169108	    0.245524	     2.72154	  -0.0824872	    4.155872	  -0.1345666	  -0.2448298	  0.000999336	 0.0001845342	    0.5959336	    -0.117596	  0.000700978
16	2	29929	5	  1	2	  0.0589516	     83.6	    392.8	    476.4	 0.01661928	 31.476976	41.583651	50.978427	    -2.76968	    -0.27106	  -0.092278	    -2.28336	 -0.07937868	     2.76906	   0.2712382	   0.6370841	     2.24002	  0.07905906	 -0.000488044	  0.000337868	    0.5448108	   -0.0432892	 -0.000354446
16	2	29992	5	  1	2	  0.1399222	      264	    300.8	    564.8	  0.1318127	 146.30106	42.955791	130.78685	    -2.93046	    0.104222	   0.167912	    -0.31339	    -2.43908	     2.93028	   -0.109062	 -0.09303752	    0.143366	     2.43902	-0.0001525784	   -0.0049094	   0.07486127	    -0.170017	-1.706668e-05
16	2	92299	5	  1	2	  0.0844304	    140.8	    378.8	    519.6	  0.1081962	  99.66544	42.464102	 95.51335	   -0.231526	    -2.73594	    -3.6897	   0.0580402	   0.0806576	    0.230994	     2.73646	    3.391952	  -0.0427386	    -0.08088	  -0.00042409	  0.000620356	   -0.2977373	   0.01530858	 -0.000260578
16	2	92929	5	  1	2	  0.6007832	   1147.2	      592	   1739.2	  0.6343269	 2000.2368	210.09998	 1980.267	   -0.826368	    -3.22736	 -0.0572952	    -2.07434	    0.041622	    0.825682	     3.22782	  -0.2164106	     1.85702	  -0.0415236	  -0.00065471	      0.00046	   -0.2737234	    -0.217424	  3.45322e-05
16	2	92992	5	  1	2	  0.5385316	   1280.8	    490.4	   1771.2	  0.6502107	 1579.0216	196.33339	1581.8809	   -0.721766	    -3.67074	   0.688416	  -0.3178932	    -1.99654	    0.722214	     3.58864	  -0.2489864	   0.1874727	     1.99612	    0.0003868	   -0.0820572	    0.4394156	   -0.1303772	 -0.000427956
16	2	99229	5	  1	2	  0.0791544	    124.8	    431.2	      556	   0.040455	 28.899827	130.87857	143.09437	    0.133601	   -0.447458	   -3.23304	    -2.11478	    0.226782	  -0.1338542	    0.527942	     3.55151	     2.10408	   -0.226138	-0.0002135106	   0.08041929	    0.3184506	   -0.0106018	  0.000693688
16	2	99292	4	0.8	2	   0.659595	    505.5	    487.5	      993	  0.3115722	 89.089842	103.23275	71.227336	  -0.1319308	  -0.2325288	    -2.7753	  -0.1425591	    -2.15855	   0.1329105	    0.150874	     1.68509	  -0.0467195	    2.158475	  0.001005618	   -0.0815955	    -1.090218	   -0.1892275	 -9.56125e-05
16	2	99922	5	  1	2	  0.0952776	    113.6	    325.6	    439.2	 0.04822601	 50.406349	78.986075	83.816466	   -0.284628	    0.125221	  0.0788132	    -2.13702	    -1.94482	    0.284462	  -0.1246678	   0.4147784	     2.13726	     1.94482	 -0.000195244	  0.000479734	    0.4935996	 0.0002492002	   -7.066e-06
16	2	11199	5	  1	3	  0.4965684	    713.2	    396.8	     1110	  0.3400623	 899.65171	35.457016	897.56448	     3.18902	      2.4368	    2.95442	   0.0561666	    0.376252	   -0.348134	   -0.576146	   -1.111448	  -0.0956812	   -0.376024	      2.84082	      1.86062	     1.842966	   -0.0394474	 0.0001707556
16	2	11919	5	  1	3	   1.123256	    872.4	    335.6	     1208	  0.3158354	 491.66737	165.52583	625.22156	     2.76834	     2.99202	  -0.074958	     1.73728	    0.383742	   -0.426126	   -0.779148	    3.238698	   -0.980636	   -0.383768	      2.34224	      2.21284	     3.163726	     0.756608	  -9.5554e-06
16	2	11991	5	  1	3	   0.733504	   1539.6	    487.2	   2026.8	  0.4496317	 1192.2948	188.19989	1367.4857	     2.52688	     2.34578	 -0.5998298	  -0.2884316	     1.73552	   -0.467106	   -0.625022	    2.434728	   0.2449772	   -0.856738	      2.05972	      1.72078	      1.83489	   -0.0433926	     0.878762
16	2	19119	5	  1	3	    1.39472	   1982.8	    343.6	   2326.4	   0.201399	 262.33033	 76.66029	245.20359	     3.01834	  -0.3285426	    2.84226	      1.9818	    0.446632	   -0.369116	    1.127588	  -0.4382842	   -0.984138	   -0.446564	      2.64922	     0.799092	     2.403984	     0.997656	  9.55112e-05
16	2	19191	5	  1	3	    1.47708	   3171.2	    568.4	   3739.6	  0.2294125	  713.1544	125.96349	756.40915	     2.86756	   -0.335232	    2.55572	  -0.2167998	     1.65668	   -0.575332	    0.698442	  -0.7284388	   0.0012668	   -0.926894	      2.29226	    0.3631812	     1.827288	    -0.215644	     0.729792
16	2	19911	5	  1	3	   1.237274	    548.4	      316	    864.4	  0.3140102	 275.94347	76.720271	280.73261	     3.19244	   0.0028316	   0.267828	     2.23852	     2.16732	    -0.66423	  -0.0022238	    2.035968	   -0.923366	    -1.22436	      2.52818	  0.000515732	     2.303812	      1.31516	     0.942932
16	2	91119	5	  1	3	  0.4841182	    284.4	    403.2	    687.6	  0.3827136	 173.77802	  100.026	163.97195	   -0.308768	     2.48306	    3.29314	     1.74694	    0.400308	    0.308706	   -0.649984	   -1.043786	   -0.925352	   -0.400256	-0.0001712428	      1.83312	     2.249358	     0.821566	   4.0978e-05
16	2	91191	5	  1	3	   1.032232	     1094	    383.6	   1477.6	  0.3575199	 747.01673	146.44043	726.74535	   -0.915084	     2.71148	    3.00244	    -0.17113	      1.8442	     0.91527	   -0.914242	   -0.788295	  -0.0266562	    -1.09168	    0.0002736	      1.79724	     2.214146	    -0.197672	     0.752532
16	2	91911	5	  1	3	   1.115694	   1130.4	    425.2	   1555.6	  0.5016048	 829.18804	87.368186	849.15888	   0.2577548	     2.96354	  0.2135502	     1.77022	     1.67706	   0.0532364	   -0.992784	      1.6081	    -0.85385	   -0.985786	     0.311004	      1.97076	     1.821634	     0.916406	      0.69131
16	2	99111	5	  1	3	   0.164776	    146.4	      340	    486.4	 0.04538035	 45.747131	146.78556	124.30929	   -0.390996	    0.043498	    2.93402	     1.62612	     2.17694	    0.389944	   -0.018298	  -0.9186662	   -0.574412	   -0.890504	 -0.000990044	   0.02515787	     2.015348	      1.05166	     1.286406
16	2	11299	5	  1	3	   0.484634	      526	      718	     1244	  0.1797388	 258.70833	 195.2127	335.36845	     2.90556	     2.73734	   -2.66476	    -0.21666	   0.1982136	    -0.47769	   -0.941976	    4.778226	  0.03756106	  -0.1984777	       2.4279	       1.7954	     2.113464	    -0.179082	  -0.00029178
16	2	11929	5	  1	3	      1.382	   1758.4	      324	   2082.4	  0.7405661	 1269.7097	47.138095	1249.3409	       2.491	     2.85308	  0.0257194	    -2.22064	  -0.2463172	  -0.1660958	   -0.992744	    0.697626	     1.88478	   0.2462906	      2.32486	      1.86026	    0.7233228	    -0.335884	  -3.6979e-05
16	2	11992	5	  1	3	   1.177652	   1124.8	    255.6	   1380.4	  0.2280805	 759.53749	102.80467	755.20381	     3.20834	     2.53444	     0.3863	    -0.49409	    -1.81256	   -0.336074	    -0.57735	   0.2971612	    0.454666	     1.81294	       2.8723	      1.95706	    0.6834584	   -0.0393718	  0.000355334
16	2	12199	5	  1	3	   1.110048	    389.2	      334	    723.2	  0.7503483	 197.92726	112.57886	230.70587	     3.61576	    -3.67062	     3.4708	    0.202736	  -0.0044354	   -0.332336	     3.61946	   -1.183566	   -0.263866	   0.0044738	      3.28346	   -0.0512272	      2.28722	     -0.06119	  8.75996e-05
16	2	12919	5	  1	3	   1.489932	     2042	    592.4	   2634.4	   0.475466	 1756.6622	141.26854	1824.4327	     3.00206	     -2.6516	  -0.053118	     1.59012	    0.532188	   -0.481276	     3.16486	    1.208828	   -0.607336	   -0.531726	      2.52076	     0.513274	     1.155683	     0.982806	   0.00047969
16	2	12991	5	  1	3	   1.213654	   1198.4	    240.8	   1439.2	  0.5451097	 777.65597	196.72621	814.43551	     3.40804	    -3.22448	  -0.530194	    0.261212	     2.15324	   -0.415352	      3.5524	    3.109688	    -0.32231	     -1.2113	      2.99268	    0.3279372	     2.579466	   -0.0611636	     0.941946
16	2	19129	5	  1	3	   1.280576	      996	    356.4	   1352.4	  0.3764038	 1309.3418	77.232118	1241.4124	     2.89098	   0.3287852	    3.19448	    -2.23214	  -0.0073516	    -0.55689	   -0.298427	   -1.049348	     2.19246	  0.00755658	      2.33416	   0.03034676	     2.145138	   -0.0396122	 0.0001283112
16	2	19192	5	  1	3	    1.59136	   1943.6	    614.8	   2558.4	  0.6853184	  1943.513	115.33083	2010.8314	     2.87274	    0.221824	     3.6624	    -0.50973	    -1.62894	   -0.502122	    0.036346	   -1.359516	   0.3104322	     1.62886	      2.37054	    0.2581416	     2.302886	    -0.199238	-0.0001087538
16	2	19219	5	  1	3	   0.622296	      540	    405.6	    945.6	  0.4770547	 558.33323	 65.48893	523.69342	     3.40048	   -0.596942	   -2.74614	     1.86942	   0.4173412	   -0.545368	    0.597038	    5.931324	   -0.763772	  -0.4165426	      2.85512	 0.0001432902	     3.185158	     1.105654	  0.000769202
16	2	19291	4	0.8	3	   1.033612	     1442	      480	     1922	  0.4780094	 708.81309	100.71743	759.90526	      3.5496	  -0.4956193	    -2.7352	   -0.119115	      2.0412	    -0.58908	   0.4483748	    5.432372	   -0.048515	    -1.08185	      2.96055	  -0.04722175	     2.697142	    -0.167612	    0.9593525
16	2	19912	5	  1	3	   1.040602	   2219.6	    353.2	   2572.8	  0.1782327	 1214.6254	144.55864	1281.1546	     3.69792	   -0.570228	  0.3607524	     1.67428	     -1.6827	    -0.57445	    1.160718	   0.5888156	    -0.57158	     1.68368	      3.12342	     0.590452	     0.949554	     1.102732	  0.000965776
16	2	19921	5	  1	3	   0.620668	    685.6	    456.4	     1142	   0.450446	 514.85027	77.735449	547.81749	     2.79512	    0.166054	 0.09222622	    -1.95874	     1.81844	   -0.468582	   -0.165584	    2.112556	     1.93496	   -0.798846	       2.3265	  0.000411026	     2.204794	   -0.0237716	     1.019566
16	2	21199	5	  1	3	   1.201444	   1075.6	    231.6	   1307.2	  0.3535337	 375.88669	90.580351	331.25096	    -2.93458	     2.98474	    3.15708	  -0.1729228	  -0.0985834	      2.9343	   -0.992692	   -0.852419	  -0.1628532	   0.0985644	 -0.000279958	      1.99202	     2.304676	      -0.3358	 -2.76896e-05
16	2	21919	5	  1	3	   0.841534	      652	    310.8	    962.8	  0.2395555	 281.76586	64.662199	307.56983	    -2.69464	     2.81772	 -0.1771468	      1.8844	    0.362136	      2.6945	   -0.649848	    2.654098	   -0.924856	   -0.361974	  -0.00023849	      2.16796	     2.476942	      0.95951	 0.0001827554
16	2	21991	5	  1	3	   0.707742	      620	    414.4	   1034.4	  0.3668716	 443.91215	147.50864	572.08286	    -2.97344	      3.0362	 -0.1950448	    -0.37829	     2.06884	     2.97364	   -0.941738	    2.475672	   0.2094406	    -1.09158	 0.0001637348	      2.09448	     2.280612	    -0.168864	     0.977262
16	2	29119	5	  1	3	   0.568484	      408	    244.4	    652.4	  0.2478236	 204.56295	168.29379	 280.7896	    -3.71618	   -0.837128	     3.4482	      1.8386	    0.419283	     3.71696	    1.069344	   -1.153547	   -0.873296	  -0.4188668	  0.000850708	    0.2322128	     2.294652	     0.965348	 0.0004564886
16	2	29191	5	  1	3	   1.585556	   3575.6	    518.4	     4094	   0.622624	 1640.5142	321.26126	1774.3083	    -3.82192	   -0.821686	    2.58704	   -0.240334	     1.81714	       3.821	     0.98372	   0.2286836	     0.20856	   -0.898624	  -0.00089671	    0.1620186	     2.815712	  -0.03170947	     0.918524
16	2	29911	5	  1	3	   1.397444	   3153.2	    525.6	   3678.8	  0.4665984	 1725.9928	241.71636	1574.6826	    -2.66656	     -0.5664	  -0.189367	     1.56224	     1.97864	     2.66546	      1.4181	    2.753814	    -0.69521	   -0.933252	 -0.001080412	     0.851692	      2.56447	     0.867016	       1.0454
16	2	91129	5	  1	3	   0.830816	   1048.4	    374.4	   1422.8	  0.3441886	 1056.5968	131.69207	 1071.549	    -0.58254	     2.76442	    2.77876	    -1.86204	  -0.0338198	    0.583194	     -0.9144	   -1.257454	     1.66136	   0.0342126	  0.000741558	      1.85004	     1.521304	    -0.200556	  0.000435646
16	2	91192	5	  1	3	    1.00439	   2708.8	    414.8	   3123.6	  0.3498881	 2286.7797	113.37195	 2284.849	  -0.2303224	     2.99416	    3.16258	  -0.2122776	    -1.78866	   0.2302076	   -0.649836	  -0.7144473	   0.2125658	     1.78864	 -0.000236798	      2.34434	     2.448136	 0.0003085344	 -1.08886e-05
16	2	91219	5	  1	3	   0.697904	      530	    343.6	    873.6	  0.1484434	 129.87686	226.82769	336.57807	   -0.681416	     2.60834	   -2.63878	     1.71786	    0.545356	    0.680938	   -0.992702	    4.502746	   -0.940442	   -0.545172	 -0.000478398	       1.6156	     1.863958	     0.777386	 0.0002191109
16	2	91291	5	  1	3	   1.311472	   1481.2	    353.6	   1834.8	   1.079596	 1228.8772	73.571734	1217.5037	     0.07218	     2.71796	    -2.6181	  -0.2625396	     2.03116	   -0.042978	   -0.727994	     7.78526	   0.1525738	    -1.01944	   0.02927129	      1.98996	     5.167142	   -0.1098944	     1.011718
16	2	91912	5	  1	3	   1.294434	   1978.8	    377.6	   2356.4	   0.408532	 1163.7299	101.14742	1206.6652	    -0.36522	     2.75624	   0.188866	     1.75986	    -1.78872	    0.364556	    -0.62271	   0.5743812	   -0.554272	     1.78848	 -0.000529024	      2.13352	      0.76322	     1.205572	-0.0002623135
16	2	91921	5	  1	3	   0.619546	   1400.4	      450	   1850.4	  0.1564594	 1852.5601	180.11108	1937.7685	  0.01429204	     2.91476	  0.1057742	    -2.00694	     1.75034	  0.00747788	   -0.941938	    2.490602	     1.80754	    -1.07084	   0.02171236	      1.97286	     2.596346	    -0.199352	     0.679494
16	2	92119	5	  1	3	    0.46439	    724.8	    400.8	   1125.6	  0.2679906	 427.98037	90.062201	385.21526	  -0.2135536	      -3.889	    3.34426	      1.6249	   0.1139637	   0.2134077	     3.88872	   -1.179288	   -0.609722	  -0.1132984	   -7.378e-05	  -0.00040649	     2.164984	     1.015192	  0.000688888
16	2	92191	4	0.8	3	     2.0909	     6779	    645.5	   7424.5	  0.5603248	 1440.3504	130.40833	1405.9088	  -0.9026475	   -3.662075	   2.729925	   -0.094608	     1.65525	     0.90185	    4.672325	  -0.1582339	   0.0841775	  -0.8371525	    -0.000767	     1.010267	     2.571685	  -0.01033075	     0.818075
16	2	92911	5	  1	3	   0.844996	    666.8	      220	    886.8	  0.5725752	 442.75411	139.50627	434.00599	    -0.80226	    -4.00402	 -0.2204032	     1.63554	     2.32522	    0.801298	     4.00368	    2.129042	   -0.572428	   -0.889598	 -0.000929642	-0.0003664882	     1.908631	     1.063128	      1.43564
16	2	99112	5	  1	3	    0.93756	     1616	    301.2	   1917.2	  0.3925043	  765.2333	57.019295	 716.9025	   -0.990786	     0.14895	    3.92846	     1.78602	     -1.8686	    0.990924	    0.365762	  -0.4507836	    -0.55336	      1.8684	 0.0002549768	     0.514702	     3.477658	      1.23268	-0.0002023998
16	2	99121	5	  1	3	   1.329618	   3112.4	    472.8	   3585.2	  0.5030787	 2348.7403	198.88489	2336.6894	  -0.2558542	   -0.029468	      2.718	    -2.03754	     1.72358	   0.2554504	    0.057348	   -0.581152	      1.9766	    -1.18784	-0.0003011112	    0.0278636	     2.136882	    -0.060992	     0.535732
16	2	99211	5	  1	3	   0.902294	    902.4	    386.4	   1288.8	  0.4388952	  616.2652	92.264836	699.97371	   -0.782352	  -0.3141344	   -3.12178	     2.20976	     2.07058	    0.782498	   0.3731016	    5.924858	   -0.788178	    -1.04234	 0.0002799112	   0.05894527	     2.803076	       1.4216	      1.02827
16	2	12299	5	  1	3	   0.686568	    514.4	    398.8	    913.2	  0.4048635	 154.73461	55.237668	131.21433	     2.65218	    -2.81492	   -3.24802	   -0.245052	   0.1771404	   -0.351094	      2.7841	    3.793954	  0.02123786	  -0.1771592	      2.30104	    -0.030848	    0.5459274	      -0.2238	   6.6202e-06
16	2	12929	5	  1	3	    1.40241	    620.8	    314.4	    935.2	  0.7110322	 409.70868	75.992105	436.63394	      3.1554	    -3.64046	  0.3600262	    -2.25472	  -0.1505166	   -0.542894	     3.58926	   0.3804486	     2.19368	   0.1504034	      2.61252	   -0.0512378	    0.7404914	   -0.0611582	 -8.32884e-05
16	2	12992	5	  1	3	    1.98304	   3319.6	    447.2	   3766.8	  0.2634223	 1960.3512	235.59542	1858.4777	     2.41848	    -4.32072	  -0.184304	  -0.1579124	    -1.70434	   -0.557548	     4.69762	    2.182356	   0.1579796	      1.7041	      1.86082	    0.3768826	     1.998058	  5.38664e-05	-0.0002256918
16	2	19229	5	  1	3	   1.291454	   1619.6	    675.6	   2295.2	  0.4302636	 812.61479	146.11913	833.09615	     3.36766	   -0.131254	   -2.99956	    -1.84722	   0.0001614	      -0.496	   0.1312054	    3.539704	     1.84692	  -0.0006264	      2.87164	-0.0001384016	    0.5401888	 -0.000219822	 -0.000512756
16	2	19292	5	  1	3	    2.06302	   2547.2	    297.6	   2844.8	  0.4802247	 1827.3219	97.820243	1872.9926	     2.96676	   -0.127535	   -3.31436	   -0.159806	    -1.86486	   -0.296264	     0.03046	     3.68898	   -0.040636	      1.8653	      2.67052	   -0.0970726	    0.3746282	    -0.200336	   0.00049311
16	2	19922	5	  1	3	   0.686084	    350.8	    563.6	    914.4	  0.3913105	 132.69966	230.99524	268.88808	      2.7689	  0.04274602	-0.04457502	    -2.22276	    -1.81844	   -0.258336	 -0.04201764	    1.649272	     2.22292	     1.81844	      2.51054	  0.000658444	     1.604672	 0.0001377778	 -3.51572e-05
16	2	21299	5	  1	3	   0.555202	   1560.8	    687.2	     2248	  0.5591366	 2282.5309	386.69781	2656.7043	    -2.65522	     2.69508	   -2.70632	  -0.1267752	   0.0595398	     2.65544	   -0.534182	    4.168142	    0.126342	  -0.0598966	  0.000355422	       2.1609	     1.461812	-0.0003037342	 -0.000395334
16	2	21929	5	  1	3	   0.555624	    378.8	    276.8	    655.6	  0.6158435	 490.20526	81.738608	489.21447	    -2.89696	     2.97486	  -0.365402	    -2.55654	  0.04261938	     2.89762	   -0.734448	    2.084566	      2.4535	 -0.04208774	  0.000767378	      2.24042	     1.719172	   -0.1029888	    0.0005308
16	2	21992	5	  1	3	    1.22817	   1391.6	    373.2	   1764.8	  0.2669775	 640.02719	158.01013	735.31707	    -2.77666	     2.90622	-0.00785836	   -0.363244	    -2.20912	     2.77732	   -0.914334	      0.7473	   0.1628108	     2.20962	  0.000778936	       1.9919	    0.7394294	    -0.200308	  0.000513822
16	2	22199	5	  1	3	   0.632224	      400	    576.8	    976.8	  0.2918742	 103.23759	 102.5924	 80.38159	    -2.92302	      -3.195	    3.49922	   0.0595912	  -0.1476164	      2.9236	     3.11314	   -1.000383	  -0.1244456	   0.1471336	   0.00052818	   -0.0817844	     2.498836	    -0.064854	 -0.000504268
16	2	22919	5	  1	3	   0.659416	   1101.6	    297.2	   1398.8	  0.3631763	 959.74517	156.20883	821.42023	    -2.54788	    -4.30714	  0.2745097	     1.75114	    0.315454	     2.54718	      4.3227	    1.481173	   -0.632678	    -0.31564	 -0.000590846	   0.01561581	     1.755702	     1.118436	-0.0002104446
16	2	22991	5	  1	3	   0.833828	   1613.6	    565.2	   2178.8	  0.3985562	 1938.3299	155.37439	2049.4968	    -2.98384	    -4.04484	  0.3545146	    0.192266	     1.87058	     2.98316	      4.0618	    1.040348	  -0.0445178	   -0.818768	  -0.00065271	   0.01688809	     1.394844	    0.1477944	     1.051834
16	2	29129	5	  1	3	  0.6668576	    704.4	    309.2	   1013.6	  0.9085089	 953.08279	253.56498	 1124.526	     -2.7375	   -0.488493	    2.99202	    -1.81598	  -0.1561992	     2.73744	     0.48905	  -0.9819296	     1.81534	   0.1556674	  6.52008e-05	  0.000468936	     2.010052	 -0.000524268	 -0.000551554
16	2	29192	5	  1	3	    0.87242	   2044.8	    299.6	   2344.4	  0.8148095	 2133.8981	162.58167	2049.0248	    -2.95182	  -0.4358217	      3.519	   -0.116932	    -2.23808	     2.95268	    0.320286	   -1.256474	  -0.0653852	     2.23846	  0.000974082	     -0.11554	     2.262564	    -0.182196	  0.000367644
16	2	29219	5	  1	3	   1.518854	   2765.2	    389.2	   3154.4	  0.4832925	 1575.8386	180.96187	1619.3378	    -3.32064	    -0.68442	   -2.63758	      1.8056	    0.598158	     3.31976	     1.19716	    4.855604	   -0.626242	   -0.598354	 -0.000753288	    0.5127783	      2.21798	      1.17936	-0.0002217772
16	2	29291	5	  1	3	   0.745208	   1788.8	    376.8	   2165.6	  0.5936992	 2326.1443	219.28338	2498.9079	    -3.49008	  -0.3367462	   -2.47514	   -0.054576	     1.81148	     3.48952	     0.33659	    5.101784	    0.061426	   -0.905612	-0.0004695994	-0.0002595548	     2.626638	  0.006929022	     0.905924
16	2	29912	5	  1	3	   1.222142	      954	    284.8	   1238.8	  0.4776209	 464.26932	102.61189	538.69026	    -3.53012	   -0.486352	   0.501634	     1.75406	    -2.24788	     3.53092	    0.609824	    1.100512	     -0.8438	      2.2484	  0.000883692	    0.1234772	     1.602129	     0.910252	 0.0005343564
16	2	29921	5	  1	3	    1.06956	   1491.2	    325.6	   1816.8	   0.937352	 1675.6829	107.21381	1742.8824	     -3.9326	  -0.0623674	   -0.25606	     -1.9396	     1.91294	      3.9322	   0.4764376	    3.155102	     1.93918	   -0.927472	-0.0002912013	    0.4140692	     2.899064	 -0.000276756	     0.985458
16	2	91229	5	  1	3	   0.703602	      456	    405.6	    861.6	  0.4202129	 291.80473	127.77637	255.97422	   -0.044611	      2.6975	   -2.84358	     -1.9199	    0.293392	    0.045452	    -0.73383	     5.28564	     1.80212	   -0.292864	  0.000978778	      1.96372	     2.442024	    -0.117732	  0.000518446
16	2	91292	5	  1	3	    1.80698	   1674.4	    358.8	   2033.2	   0.672897	 1230.0589	95.337296	1294.1944	   -0.569208	     2.51798	   -3.61656	   0.1625758	    -2.41362	     0.56856	   -0.622024	    3.767996	  -0.2038836	     2.41336	 -0.000539956	      1.89596	    0.1514382	    -0.041232	 -0.000293954
16	2	91922	5	  1	3	  0.5434144	      740	    291.6	   1031.6	  0.5794743	 1073.2614	50.386506	1081.8858	   -0.360014	      2.8634	  -0.171812	    -2.27406	    -2.04306	    0.360752	    -0.91427	   0.3426009	     2.07348	     2.04348	  0.000788446	      1.94918	    0.1707748	    -0.200468	  0.000447998
16	2	92129	5	  1	3	  0.9317678	   1284.4	      384	   1668.4	   1.019626	 1684.3654	133.36416	1667.6147	  -0.3404592	    -2.93616	    3.09658	    -2.03872	   0.0467652	   0.3493516	     3.23352	  -0.9328968	      2.0282	  -0.0460632	  0.008926132	    0.2973087	      2.16369	   -0.0104174	  0.000721644
16	2	92192	5	  1	3	   0.651446	      764	    403.6	   1167.6	  0.1953162	 263.56024	123.51842	  258.961	   -0.468598	    -3.16562	    3.08904	  -0.2475054	    -2.07114	    0.469236	      3.2369	   -1.414928	    0.093099	     2.07088	  0.000594972	     0.071291	     1.674122	   -0.1543938	 -0.000289554
16	2	92219	5	  1	3	   0.589152	    824.4	      370	   1194.4	  0.7255918	  1444.235	48.476799	1476.6979	   -0.413376	    -3.38492	    -3.1432	     2.14488	   0.3780956	    0.413932	     3.92718	    5.399708	   -0.788864	  -0.3775408	   0.00063298	     0.542232	     2.256526	      1.35602	   0.00054911
16	2	92291	5	  1	3	   0.633664	    798.4	    300.8	   1099.2	  0.6334308	 646.16933	304.83635	 915.5595	  -0.0433312	    -3.29698	   -2.98398	   -0.240925	     2.03848	   0.0428044	      3.4357	    5.858704	   0.1797628	    -1.16814	 -0.000417244	    0.1387334	      2.87471	    -0.061224	     0.870342
16	2	92912	5	  1	3	    1.60538	   2714.8	      340	   3054.8	  0.4351437	 1390.3551	112.47222	1344.4736	   -0.119736	      -4.366	   0.374342	     1.66748	    -1.86956	    0.340134	     4.79178	    1.313277	   -0.925402	      1.8695	    0.2203321	     0.425778	     1.687616	     0.742078	 -0.000123378
16	2	92921	5	  1	3	   1.492718	   1683.2	      348	   2031.2	  0.7183508	 1222.4309	154.54449	1284.7728	   -0.886416	    -3.13948	  0.3683186	    -2.38578	     1.76994	    0.886884	     3.16952	    1.572259	     2.18532	    -1.05454	    0.0005536	     0.030003	      1.94058	    -0.200332	     0.715384
16	2	99122	5	  1	3	   1.234224	     1324	      526	     1850	  0.3718583	 902.16185	52.915026	947.86919	   -0.274718	    0.181698	     3.2158	     -2.2277	    -1.75224	    0.275598	   -0.263412	   -1.513778	      2.0283	     1.75224	   0.00083346	   -0.0816556	      1.70201	    -0.199352	  -1.5104e-06
16	2	99212	5	  1	3	   1.203234	   2300.8	    369.2	     2670	  0.7166848	 2521.5026	256.15074	2394.0163	   -0.532252	   -0.837964	   -2.64684	     1.78176	    -2.23268	     0.53167	    0.855216	    4.332252	    -0.57319	     2.23286	 -0.000521912	   0.01721591	     1.685426	      1.20856	 0.0001518214
16	2	99221	5	  1	3	    0.41483	    529.6	    436.4	      966	  0.1639627	 435.35135	43.575222	447.16216	   -0.254585	   -0.338216	   -2.79906	    -2.10398	     1.74988	   0.2541446	    0.370882	    5.211204	     2.10344	   -0.930532	  -0.00032871	    0.0326044	     2.412136	 -0.000429778	     0.819348
16	2	22299	5	  1	3	  0.0790548	     92.4	      278	    370.4	 0.02316095	  15.05988	140.06427	141.45953	    -2.88506	    -2.92902	   -3.05624	  -0.2110578	    0.037612	     2.88584	     2.93264	    4.412936	   0.0932712	   -0.036978	   0.00084801	  0.003601016	     1.356742	    -0.117694	  0.000611646
16	2	22929	5	  1	3	    0.77132	    691.2	      588	   1279.2	  0.4659756	 687.46433	77.653075	661.21494	    -2.33598	    -3.73514	   0.392104	    -2.21578	  -0.1451824	     2.33644	     3.65324	  0.02330636	     2.01616	    0.145099	  0.000418754	   -0.0818234	    0.4154014	    -0.199546	-0.0001045326
